,song,album,artist,popularity,track_id,track_explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,num_samples,duration,end_of_fade_in,start_of_fade_out,tempo_confidence,time_signature_confidence,key_confidence,mode_confidence,genres,year,decade
31,are you lonesome tonight?,Elvis 30 #1 Hits,elvis presley,47,4wM7V31TsZzzDBEH02Hltb,0,0.421,0.201,0,-12.399,1,0.0436,0.917,0.000436,0.116,0.188,129.689,186507,5,4112472,186.50667,0.22023,177.37143,0.025,0.903,0.276,0.26,"['rock-and-roll', 'rockabilly']",1960,1960
32,are you lonesome tonight?  first sitdown show  live,The Best of The '68 Comeback Special,elvis presley,47,2B4glYcmmcchhQXUUrROE8,0,0.421,0.56,0,-14.04,1,0.451,0.865,0.0388,0.676,0.458,78.64,170507,3,3759672,170.50667,0.0,170.50667,0.59,0.654,0.258,0.459,"['rock-and-roll', 'rockabilly']",1960,1960
33,are you lonesome tonight?,The Essential Elvis Presley,elvis presley,28,4aNsobd4PiU7PbXAk1HK5t,0,0.437,0.195,0,-12.268,1,0.0421,0.922,0.00061,0.111,0.198,111.152,186173,4,4105122,186.17332,0.13633,177.27855,0.024,0.515,0.324,0.298,"['rock-and-roll', 'rockabilly']",1960,1960
34,are you lonesome tonight?  first sitdown show  live,'68 Comeback Special (50th Anniversary Edition),elvis presley,24,49TuBoOIaILVihxJLodA60,0,0.425,0.564,0,-14.073,1,0.373,0.864,0.0307,0.677,0.428,78.617,171013,3,3770844,171.01334,0.0,171.01334,0.501,0.605,0.338,0.514,"['rock-and-roll', 'rockabilly']",1960,1960
35,are you lonesome tonight?,Elvis Presley: The Searcher (The Original Soundtrack) [Deluxe],elvis presley,20,7Au4oleK2a4oxRU5A0mKm3,0,0.416,0.116,0,-16.38,1,0.0438,0.917,7.72e-05,0.104,0.188,131.536,186440,5,4111002,186.44,0.33356,177.13924,0.028,0.987,0.507,0.435,"['rock-and-roll', 'rockabilly']",1960,1960
36,are you lonesome tonight? laughing version  live,From The Vaults -'60s,elvis presley,33,1A0lPqNzUZxw9nBeehE5TW,0,0.416,0.327,0,-15.806,1,0.0707,0.95,0.104,0.366,0.391,128.439,172720,3,3808476,172.72,0.17633,168.0312,0.088,0.792,0.311,0.566,"['rock-and-roll', 'rockabilly']",1960,1960
37,wonderland by night,Multi-Instrumentalist,bert kaempfert & his orchestra,6,0xNKFLzo7nx69ZCWcLCXpn,0,0.196,0.249,4,-8.376,1,0.0296,0.924,0.703,0.198,0.193,72.565,193318,4,4262656,193.31773,0.27197,187.41986,0.132,0.944,0.842,0.613,[],1961,1960
38,will you love me tomorrow,Tonight's The Night,the shirelles,62,0bwy3sGHeYwng2Ioicq6wf,0,0.55,0.382,0,-6.429,1,0.0263,0.312,1.11e-05,0.221,0.464,136.128,160693,4,3543288,160.69333,0.10113,152.14874,0.214,1.0,0.558,0.504,"['adult standards', 'brill building pop', 'classic girl group', 'doo-wop', 'motown', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",1961,1960
39,will you love me tomorrow,The Best Of The Shirelles,the shirelles,46,2kNYcE79Yu778nqdOgBHEb,0,0.49,0.384,0,-11.315,1,0.0275,0.438,3.17e-05,0.539,0.47,137.047,162893,4,3591798,162.89333,0.19791,154.87129,0.41,1.0,0.469,0.395,"['adult standards', 'brill building pop', 'classic girl group', 'doo-wop', 'motown', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",1961,1960
40,will you love me tomorrow,Will You Still Love Me Tomorrow,the shirelles,38,3DkdQdfSF9OEsloB5GY2Wa,0,0.513,0.379,0,-9.679,1,0.0314,0.686,2.62e-05,0.417,0.509,135.756,160320,4,3535056,160.32,0.11914,155.3531,0.377,1.0,0.707,0.586,"['adult standards', 'brill building pop', 'classic girl group', 'doo-wop', 'motown', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",1961,1960
41,calcutta  remastered,My Best (Remastered),lawrence welk,21,1iXx0IlX5j33jyumZjBWU4,0,0.482,0.681,0,-9.114,1,0.0263,0.588,0.683,0.405,0.963,81.997,132173,4,2914422,132.17332,0.09084,132.17334,0.23,1.0,0.355,0.373,"['easy listening', 'polka']",1961,1960
42,pony time,Chubby Checker Classics,chubby checker,31,2XPEv2sB6c44DSocT2TwAc,0,0.453,0.609,8,-6.662,1,0.0296,0.00868,3.43e-05,0.0797,0.96,77.36,147427,4,3250758,147.42667,0.0,140.34721,0.389,0.765,0.695,0.735,"['adult standards', 'brill building pop', 'bubblegum pop', 'rock-and-roll', 'rockabilly']",1961,1960
43,pony time,It's Pony Time/Let's Twist Again,chubby checker,22,45gAw2xmDx9DZAnoiJK723,0,0.509,0.702,3,-5.695,1,0.0514,0.526,0.0,0.124,0.947,154.571,148733,4,3279570,148.73334,0.39415,138.76245,0.159,1.0,0.612,0.588,"['adult standards', 'brill building pop', 'bubblegum pop', 'rock-and-roll', 'rockabilly']",1961,1960
44,pony time,Snapshot: Chubby Checker,chubby checker,17,6iyQO1taeQnGA7XeKTev8Z,0,0.456,0.635,8,-4.594,1,0.0284,0.00928,4.44e-06,0.128,0.897,77.353,144589,4,3188185,144.58888,0.0,140.15565,0.323,0.735,0.786,0.752,"['adult standards', 'brill building pop', 'bubblegum pop', 'rock-and-roll', 'rockabilly']",1961,1960
45,pony time,The Best Of Chubby Checker 1959-1963,chubby checker,13,2pzAs2WyM8MuM36VYKlRYb,0,0.447,0.731,3,-5.785,1,0.0456,0.424,0.0,0.227,0.953,154.817,148267,4,3269280,148.26666,0.18,138.56508,0.285,0.982,0.603,0.589,"['adult standards', 'brill building pop', 'bubblegum pop', 'rock-and-roll', 'rockabilly']",1961,1960
46,pony time,Dancin' Party: The Chubby Checker Collection (1960-1966),chubby checker,11,2wP3X9t5Wsi69uNp90KfPK,0,0.469,0.704,3,-5.436,1,0.0545,0.523,0.0,0.175,0.954,154.455,149067,4,3286920,149.06667,0.19442,138.54765,0.212,1.0,0.616,0.589,"['adult standards', 'brill building pop', 'bubblegum pop', 'rock-and-roll', 'rockabilly']",1961,1960
47,pony time,60's Party Time Vol. 1,chubby checker,6,1qGFxDiCkzlOpYPc1Hb8ON,0,0.469,0.704,3,-5.436,1,0.0545,0.523,0.0,0.175,0.954,154.455,149067,4,3286920,149.06667,0.19442,138.54765,0.212,1.0,0.616,0.589,"['adult standards', 'brill building pop', 'bubblegum pop', 'rock-and-roll', 'rockabilly']",1961,1960
48,blue moon  45 version,Blue Moon / Goodbye To Love [Digital 45],the marcels,46,0pnfT3OLqlnIvO0uMYgCfM,0,0.617,0.444,7,-10.133,1,0.0371,0.698,0.0,0.0999,0.913,127.699,133453,4,2942646,133.45332,0.0,133.45334,0.538,1.0,0.589,0.387,"['brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",1961,1960
49,blue moon,The Best Of The Marcels,the marcels,42,75ewj77lCHHLKOlyx5KvGw,0,0.621,0.43,7,-11.163,1,0.0343,0.69,0.0,0.075,0.938,127.74,135200,4,2981160,135.2,0.24544,130.81541,0.772,1.0,0.597,0.417,"['brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",1961,1960
50,runaway,Runaway with Del Shannon,del shannon,60,45Szkclj1lt4ubm7RFK68t,0,0.594,0.533,10,-7.993,0,0.0438,0.153,1.49e-05,0.172,0.729,78.552,137307,4,3027612,137.30667,0.43637,130.57161,0.078,1.0,0.43,0.406,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']",1961,1960
51,travelin man  remastered,Rick Is 21,ricky nelson,57,1sM0yZDxUhPQhkDh2CLd6l,0,0.723,0.44,2,-10.536,1,0.0319,0.667,0.0,0.128,0.843,123.217,143200,4,3157560,143.2,0.16254,138.3735,0.757,0.96,0.376,0.482,"['adult standards', 'brill building pop', 'bubblegum pop', 'lounge', 'rock-and-roll', 'rockabilly', 'vocal jazz']",1961,1960
52,travelin man  remastered,The Best Of Rick Nelson (Vol. 2),ricky nelson,42,2jc4wyf3ys0zKCpxHRjEYx,0,0.741,0.363,2,-12.484,1,0.0335,0.669,0.0,0.117,0.859,123.263,142933,4,3151680,142.93333,0.36027,138.51283,0.729,0.964,0.409,0.51,"['adult standards', 'brill building pop', 'bubblegum pop', 'lounge', 'rock-and-roll', 'rockabilly', 'vocal jazz']",1961,1960
53,travelin man  remastered,Greatest Hits,ricky nelson,26,3o899gr9F0XVCvCbLMXrZ3,0,0.729,0.437,2,-11.324,1,0.031,0.571,0.0,0.131,0.838,123.274,140067,4,3088470,140.06667,0.40113,140.06667,0.616,0.922,0.38,0.478,"['adult standards', 'brill building pop', 'bubblegum pop', 'lounge', 'rock-and-roll', 'rockabilly', 'vocal jazz']",1961,1960
54,running scared,Crying,roy orbison,43,6sbj89WozjblBMa5u41orw,0,0.572,0.392,9,-10.555,1,0.0325,0.778,0.000435,0.15,0.381,128.255,132040,3,2911482,132.04,0.18145,127.23374,0.504,1.0,0.83,0.604,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic rock', 'mellow gold', 'rock-and-roll', 'rockabilly']",1961,1960
55,running scared  1985 version,The Essential Roy Orbison,roy orbison,21,4xIdbkgHEvEB5zIr5keBFH,0,0.403,0.357,9,-12.751,1,0.0311,0.195,0.0,0.0755,0.482,125.264,134200,3,2959110,134.2,0.37224,129.12617,0.167,1.0,0.707,0.559,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic rock', 'mellow gold', 'rock-and-roll', 'rockabilly']",1961,1960
56,running scared  live version,Black & White Night,roy orbison,22,2rkWXEbGfH2evEAOGWLOak,0,0.421,0.538,9,-11.393,1,0.144,0.614,0.000305,0.694,0.324,119.568,150600,3,3320730,150.6,0.0,150.6,0.167,1.0,0.797,0.679,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic rock', 'mellow gold', 'rock-and-roll', 'rockabilly']",1961,1960
57,running scared  with the royal philharmonic orchestra,A Love So Beautiful: Roy Orbison & The Royal Philharmonic Orchestra,roy orbison,24,5kkQzZu91zUEG9fR1NtFe5,0,0.443,0.221,9,-9.327,1,0.0318,0.829,0.000203,0.0755,0.247,127.074,167467,3,3692640,167.46667,0.19732,161.73279,0.441,1.0,0.866,0.74,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic rock', 'mellow gold', 'rock-and-roll', 'rockabilly']",1961,1960
58,running scared,The Ultimate Collection,roy orbison,21,4ddCS1FG34I0qL6V67FHKl,0,0.554,0.383,9,-10.581,1,0.0329,0.832,0.000995,0.156,0.384,128.091,131867,3,2907660,131.86667,0.21923,127.26857,0.341,1.0,0.789,0.588,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic rock', 'mellow gold', 'rock-and-roll', 'rockabilly']",1961,1960
59,running scared  live,Black & White Night 30 (Live),roy orbison,20,3T0uhQEOZxMoU6R1RYDc0R,0,0.355,0.443,9,-8.175,1,0.0477,0.715,0.0,0.923,0.254,119.037,142307,3,3137862,142.30667,0.0,140.14984,0.123,1.0,0.671,0.621,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic rock', 'mellow gold', 'rock-and-roll', 'rockabilly']",1961,1960
60,running scared,The Monument Singles Collection,roy orbison,13,2QESeZVhtWu13RoCB5wLZL,0,0.568,0.43,9,-8.912,1,0.0292,0.705,0.0357,0.146,0.397,128.972,129653,3,2858856,129.65334,0.07837,126.2527,0.481,1.0,0.914,0.631,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic rock', 'mellow gold', 'rock-and-roll', 'rockabilly']",1961,1960
61,moody river  single version,Pat Boone's Greatest Hits (Reissue),pat boone,35,2TEdI0KNrYHo4UPhrt0ais,0,0.767,0.269,3,-14.983,1,0.0333,0.774,0.0,0.0875,0.534,129.921,157267,4,3467730,157.26666,0.40063,149.43782,0.69,1.0,0.185,0.242,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly', 'vocal jazz']",1961,1960
62,moody river  rerecorded in stereo,Greatest Rock-N-Roll Songs,pat boone,35,4ulci5DuLTGczNRNYJjYQT,0,0.617,0.538,5,-13.224,0,0.0364,0.382,0.000241,0.0924,0.632,139.319,151160,4,3333078,151.16,0.5346,142.97687,0.3,1.0,0.102,0.406,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly', 'vocal jazz']",1961,1960
63,moody river,The Gold Collection,pat boone,26,3JhwxN5fPtpWh8O4qCBjYO,0,0.616,0.728,5,-7.365,0,0.0312,0.581,4.73e-05,0.102,0.685,139.428,153587,4,3386586,153.58667,0.15238,142.61696,0.48,1.0,0.126,0.406,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly', 'vocal jazz']",1961,1960
64,moody river  single version,20th Century Masters: The Millennium Collection: Best Of Pat Boone,pat boone,6,1ZrNqxZPPtdzITexqLU03O,0,0.778,0.406,3,-9.957,1,0.0299,0.711,0.0,0.0893,0.53,130.026,157867,4,3480960,157.86667,0.42413,149.47845,0.623,1.0,0.229,0.255,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly', 'vocal jazz']",1961,1960
65,moody river,The Gold Collection (Deluxe Version with Commentary),pat boone,7,1bwqpiqEwIcvYI7ougat6A,0,0.587,0.722,5,-7.374,0,0.0393,0.587,4.97e-05,0.095,0.637,139.581,153587,4,3386586,153.58667,0.13202,142.59955,0.352,1.0,0.145,0.417,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly', 'vocal jazz']",1961,1960
66,quarter to three,Rockmasters International Network Presents Dance 'Til Quarter to Three With U.S. Bonds,gary u.s. bonds,12,5mOECh8BAECe5HEHzJUvpd,0,0.455,0.819,0,-9.322,0,0.184,0.925,0.0441,0.84,0.902,163.686,150400,4,3316320,150.4,0.0,144.27138,0.067,0.837,0.451,0.45,"['brill building pop', 'rhythm and blues', 'rock-and-roll']",1961,1960
67,tossin and turnin,Tossin' and Turnin',bobby lewis,36,0ZfkRyUUYS9Hvl6N5PXPot,0,0.561,0.737,0,-7.768,1,0.0432,0.363,0.0,0.117,0.962,142.031,156923,4,3460162,156.92345,0.5317,147.65569,0.499,1.0,0.746,0.675,['rhythm and blues'],1961,1960
68,tossin and turnin  stereo version,Tossin' and Turnin',bobby lewis,9,7HDQqox0O0fTE7elQu4XxS,0,0.488,0.851,0,-7.933,1,0.0865,0.311,0.0,0.0891,0.882,141.794,153122,4,3376332,153.12163,0.54331,145.27565,0.623,0.828,0.714,0.617,['rhythm and blues'],1961,1960
69,wooden heart,The Best Of Joe Dowell,joe dowell,22,2ELAMT68a78OGwhCgj9Kai,0,0.844,0.462,1,-9.855,1,0.0525,0.713,0.0234,0.106,0.947,84.913,118427,4,2611308,118.42667,0.33628,115.52508,0.0,1.0,0.647,0.603,[],1961,1960
70,hit the road jack,Soul,ray charles,60,2HoqbEOXgbDSLZ5XCePEXt,0,0.598,0.571,8,-12.616,0,0.139,0.704,0.0,0.513,0.962,173.141,119880,4,2643354,119.88,0.26653,107.69995,0.393,1.0,0.479,0.472,"['adult standards', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']",1961,1960
71,hit the road jack,True Genius,ray charles,59,5dUMh0ugelpKfoFp3qChuK,0,0.598,0.571,8,-12.616,0,0.139,0.704,0.0,0.513,0.962,173.141,119880,4,2643354,119.88,0.26653,107.69995,0.393,1.0,0.479,0.472,"['adult standards', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']",1961,1960
72,runaround sue,Runaround Sue,dion,63,1DndHckdH9m5rp6gYP086b,0,0.364,0.607,2,-9.791,1,0.125,0.451,0.0,0.251,0.598,79.987,171600,4,3783780,171.6,0.4863,161.54703,0.256,1.0,0.393,0.489,"['adult standards', 'brill building pop', 'doo-wop', 'lounge', 'rock-and-roll', 'rockabilly']",1961,1960
73,runaround sue  remastered 1991,The Best Of Dion & The Belmonts,dion & the belmonts,48,6AL6Wbn1xA3R86vAvuiho5,0,0.544,0.567,11,-10.8,0,0.0753,0.79,3.85e-06,0.363,0.559,78.227,159813,4,3523884,159.81332,0.0,152.56091,0.094,0.821,0.185,0.382,"['adult standards', 'brill building pop', 'doo-wop', 'lounge', 'rock-and-roll', 'rockabilly']",1961,1960
74,runaround sue  remastered 1991,The Best Of Dion,dion,54,3u6v1F9EQqYFaCAou7ipzN,0,0.452,0.489,2,-12.425,1,0.121,0.303,0.0,0.488,0.654,159.068,160307,4,3534762,160.30667,0.38921,151.09224,0.077,1.0,0.352,0.499,"['adult standards', 'brill building pop', 'doo-wop', 'lounge', 'rock-and-roll', 'rockabilly']",1961,1960
75,runaround sue,The Complete Laurie Singles,dion,50,56ovq6wDC51IgEmkBdugSJ,0,0.462,0.815,11,-4.186,0,0.0955,0.581,0.0,0.204,0.684,157.126,162080,4,3573864,162.08,0.13537,152.54349,0.289,1.0,0.398,0.549,"['adult standards', 'brill building pop', 'doo-wop', 'lounge', 'rock-and-roll', 'rockabilly']",1961,1960
76,big bad john,The Best Of Jimmy Dean,jimmy dean,53,61uAY9xdzYiIbYJ07XvKso,0,0.516,0.457,8,-12.609,1,0.184,0.596,0.0,0.106,0.455,173.934,182560,4,4025448,182.56,0.33578,174.3238,0.181,0.986,0.324,0.429,['nashville sound'],1961,1960
77,big bad john,Big Bad John and Other Fabulous Songs and Tales,jimmy dean,48,4cRJvAh0BwNng8nO5Vnf5F,0,0.504,0.361,8,-16.679,1,0.184,0.528,0.0,0.123,0.401,173.366,180893,4,3988698,180.89333,0.34907,174.47475,0.083,0.988,0.249,0.378,['nashville sound'],1961,1960
78,big bad john,The Jimmy Dean Collection,jimmy dean,31,6AzGMTpVd6BCLxQkNktHpJ,0,0.67,0.321,8,-11.954,1,0.0426,0.326,1.34e-05,0.107,0.353,85.692,178943,4,3945700,178.94331,0.45533,174.46893,0.353,1.0,0.0,0.223,['nashville sound'],1961,1960
79,big bad john,Jimmy Dean'S Greatest Hits,jimmy dean,11,1VxwgiIBK2R7cCGVPstOdm,0,0.553,0.395,8,-15.263,1,0.174,0.573,0.0,0.263,0.432,173.591,181360,4,3998988,181.36,0.08707,174.0742,0.143,0.982,0.286,0.392,['nashville sound'],1961,1960
80,please mr. postman,Please Mr. Postman,the marvelettes,65,6jX5mso4x00c1EiNMrTU9U,0,0.785,0.776,2,-5.259,1,0.0312,0.729,0.0,0.181,0.967,121.505,148040,4,3264282,148.04,0.23728,141.78104,0.788,1.0,0.462,0.471,"['brill building pop', 'classic girl group', 'classic soul', 'motown', 'rhythm and blues', 'soul', 'southern soul']",1961,1960
81,please mr. postman  stereo version,"Forever: The Complete Motown Albums, Volume 1",the marvelettes,51,5fNDP3NTdE69szQHUl4fFr,0,0.781,0.837,2,-5.245,1,0.0325,0.711,6.69e-06,0.0565,0.961,120.586,149400,4,3294270,149.4,0.25692,142.95946,0.799,0.972,0.419,0.513,"['brill building pop', 'classic girl group', 'classic soul', 'motown', 'rhythm and blues', 'soul', 'southern soul']",1961,1960
82,the lion sleeps tonight wimoweh,Wimoweh!!! - The Best Of The Tokens,the tokens,61,2F4FNcz68howQWD4zaGJSi,0,0.321,0.474,5,-9.383,1,0.0348,0.743,0.0,0.204,0.804,121.199,162093,4,3574158,162.09332,2.63546,156.06712,0.371,0.993,0.812,0.703,"['brill building pop', 'doo-wop', 'sunshine pop']",1961,1960
83,the lion sleeps tonight,Both Sides Now,the tokens,53,5X6VbizePQKSnt55YWWyGS,0,0.551,0.362,5,-13.443,1,0.0388,0.654,0.000264,0.126,0.865,125.865,153653,4,3388056,153.65334,0.29592,146.29152,0.088,1.0,0.841,0.727,"['brill building pop', 'doo-wop', 'sunshine pop']",1961,1960
84,the lion sleeps tonight wimoweh,The Lion Sleeps Tonight,the tokens,50,2QbSGkb3TgghEHpjKCsznm,0,0.433,0.478,5,-9.401,1,0.0336,0.759,0.0,0.162,0.751,121.946,161200,4,3554460,161.2,2.23492,155.66658,0.125,0.986,0.773,0.683,"['brill building pop', 'doo-wop', 'sunshine pop']",1961,1960
85,the lion sleeps tonight,All Time Greatest Hits,the tokens,32,1PuBQjeSP1DMbiLZhMNADs,0,0.41,0.46,5,-7.204,1,0.029,0.748,3.46e-06,0.082,0.635,59.824,162133,4,3575040,162.13333,0.202,155.51566,0.25,1.0,0.687,0.558,"['brill building pop', 'doo-wop', 'sunshine pop']",1961,1960
86,duke of earl,The Duke Of Earl,gene chandler,54,6Hy22YDN9HJMRlJP1LwnJy,0,0.422,0.28,5,-11.277,1,0.0365,0.824,0.0,0.297,0.496,100.839,147841,4,3259897,147.84113,0.34245,137.67693,0.15,1.0,0.267,0.409,"['brill building pop', 'chicago soul', 'classic soul', 'doo-wop', 'motown', 'northern soul', 'rhythm and blues', 'soul', 'southern soul']",1962,1960
87,duke of earl  remastered,The Duke of Soul (Remastered),gene chandler,25,39J1xfhjVTnvk8DGKblMeG,0,0.339,0.487,0,-8.496,1,0.0361,0.495,0.0,0.226,0.349,105.04,136882,4,3018242,136.88171,0.07478,133.19547,0.423,1.0,0.144,0.428,"['brill building pop', 'chicago soul', 'classic soul', 'doo-wop', 'motown', 'northern soul', 'rhythm and blues', 'soul', 'southern soul']",1962,1960
88,hey! baby  remastered,Hey! Baby (Deluxe Edition Remastered),bruce channel,61,0obIo2GEab6qqms6t3JaMY,0,0.515,0.623,9,-5.597,1,0.036,0.359,0.0,0.274,0.643,64.253,143627,4,3166976,143.62703,0.36077,134.48997,0.047,0.965,0.309,0.383,['rock-and-roll'],1962,1960
89,johnny angel  single version,Shelley!,shelley fabares,40,6XEW0P64pYXfD06e4oLcWz,0,0.369,0.385,0,-9.132,1,0.0282,0.872,0.0,0.279,0.735,108.025,139320,4,3072006,139.32,0.51655,130.73415,0.335,0.772,0.343,0.527,['brill building pop'],1962,1960
90,johnny angel  single version,The Best Of Shelley Fabares,shelley fabares,31,5j4CGIpT35ipZrF93ejrhl,0,0.369,0.385,0,-9.132,1,0.0282,0.872,0.0,0.279,0.735,108.025,139320,4,3072006,139.32,0.51655,130.73415,0.335,0.772,0.343,0.527,['brill building pop'],1962,1960
91,johnny angel,Funny Face!,shelley fabares,5,0uyr9z8AgTzRX0Gr4IOOkZ,0,0.543,0.364,0,-12.402,1,0.0356,0.846,0.0,0.499,0.758,109.026,131422,4,2897856,131.42204,0.35283,127.54721,0.145,0.911,0.451,0.523,['brill building pop'],1962,1960
92,johnny angel single version,All the Hits and More,shelley fabares,6,3kMvGAX3iJWiZ1nIWyif6r,0,0.369,0.385,0,-9.132,1,0.0282,0.872,0.0,0.279,0.735,108.025,139320,4,3072006,139.32,0.51655,130.73415,0.335,0.772,0.343,0.527,['brill building pop'],1962,1960
93,good luck charm,"Elvis' Golden Records, Vol. 3",elvis presley,52,19gotedXtqeE8dWju6WURW,0,0.618,0.467,2,-13.166,1,0.0336,0.56,1.05e-05,0.5,0.904,121.646,145080,4,3199014,145.08,0.18132,136.08054,0.752,1.0,0.326,0.418,"['rock-and-roll', 'rockabilly']",1962,1960
94,good luck charm,Elvis 30 #1 Hits,elvis presley,41,4ZexY8LcZkPd89dYPxf8LH,0,0.601,0.564,11,-8.501,0,0.0404,0.641,0.0,0.39,0.808,120.848,145400,4,3206070,145.4,0.20363,138.41415,0.596,1.0,0.0,0.203,"['rock-and-roll', 'rockabilly']",1962,1960
95,good luck charm,The 50 Greatest Hits,elvis presley,20,1uXI9YpSkgMFR6AEOSxcpe,0,0.621,0.482,2,-13.18,1,0.0347,0.614,1.63e-05,0.426,0.901,121.622,145093,4,3199308,145.09332,0.21161,136.10376,0.645,1.0,0.321,0.419,"['rock-and-roll', 'rockabilly']",1962,1960
96,good luck charm,Suspicious Minds: 60 Greatest Hits of Elvis Presley,elvis presley,12,5eVIYjFj6uocTvk8P4agXH,0,0.62,0.529,2,-9.834,1,0.0429,0.616,0.0,0.505,0.789,121.2,146480,4,3229884,146.48,0.17442,136.69588,0.63,1.0,0.314,0.37,"['rock-and-roll', 'rockabilly']",1962,1960
97,soldier boy,20 Greatest Hits,the shirelles,36,6g4Oyy8IwraOjPl7nqnROq,0,0.569,0.198,10,-15.481,1,0.0265,0.754,0.0002,0.331,0.622,97.595,162013,4,3572394,162.01334,0.10444,156.41542,0.465,1.0,0.703,0.762,"['adult standards', 'brill building pop', 'classic girl group', 'doo-wop', 'motown', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",1962,1960
98,soldier boy,Baby It's You,the shirelles,36,7Ag7rVozR1OhzSdqc9K0KN,0,0.546,0.21,10,-14.006,1,0.0272,0.85,1.5e-05,0.348,0.511,97.716,161747,4,3566514,161.74667,0.13923,157.8899,0.625,1.0,0.667,0.741,"['adult standards', 'brill building pop', 'classic girl group', 'doo-wop', 'motown', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",1962,1960
99,soldier boy,The Best Of The Shirelles,the shirelles,18,6sVypbcpPNKuQyN3XcObDG,0,0.558,0.219,10,-14.086,1,0.0258,0.76,4.33e-05,0.292,0.531,97.631,161787,4,3567396,161.78667,0.22635,157.7912,0.688,1.0,0.646,0.675,"['adult standards', 'brill building pop', 'classic girl group', 'doo-wop', 'motown', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",1962,1960
100,soldier boy,Will You Still Love Me Tomorrow,the shirelles,14,6ALjtLi9T1e5eNIvOkdJTm,0,0.576,0.238,10,-13.354,1,0.0259,0.755,0.00026,0.294,0.581,97.587,162027,4,3572688,162.02667,0.1161,156.42122,0.688,1.0,0.708,0.785,"['adult standards', 'brill building pop', 'classic girl group', 'doo-wop', 'motown', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",1962,1960
101,i cant stop loving you,"Modern Sounds in Country and Western Music, Vols 1 & 2",ray charles,61,79nJj5dMyTsUzKvN5jUXsJ,0,0.31,0.279,5,-13.552,1,0.0308,0.815,0.0,0.318,0.377,79.397,256120,3,5647446,256.12,0.34485,248.92952,0.394,0.131,0.791,0.752,"['adult standards', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']",1962,1960
102,the stripper,The Stripper,david rose orchestra,23,57kFkrxZb3LzwDtcFQ05fl,0,0.639,0.351,0,-12.592,1,0.0322,0.0978,0.713,0.0479,0.767,93.723,119119,4,2626565,119.11859,0.13351,115.51927,0.511,1.0,0.617,0.595,['easy listening'],1962,1960
103,roses are red my love,16 Most Requested Songs,bobby vinton,40,5zw4SajQ2IKvjnSWXOSDrh,0,0.499,0.145,5,-14.145,1,0.0319,0.756,0.0,0.35,0.48,101.949,158407,4,3492864,158.40652,0.31351,154.43011,0.433,0.545,0.564,0.57,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",1962,1960
104,roses are red my love  single version,The Best Of Bobby Vinton,bobby vinton,43,0qYok0f8O5DE8yJSo146dn,0,0.515,0.218,5,-10.071,1,0.0287,0.828,0.0,0.302,0.534,102.997,158933,4,3504480,158.93333,0.3566,154.17468,0.268,0.691,0.527,0.551,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'rock-and-roll']",1962,1960
105,breaking up is hard to do,Neil Sedaka Sings The Hits,neil sedaka,46,64UJ810pLNwurMLRCPJPoa,0,0.742,0.663,8,-7.59,0,0.0339,0.85,0.0,0.0936,0.967,116.603,136093,4,3000858,136.09332,1.03587,128.45279,0.77,1.0,0.327,0.501,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'lounge', 'mellow gold', 'rockabilly', 'soft rock']",1962,1960
